Index,Data,Fitted,Point Forecast,Lo 80,Hi 80,Lo 95,Hi 95
2017-03-01,1133.8617,1125.1563344792607,NA,NA,NA,NA,NA
2017-04-01,1134.1755,1135.744005778615,NA,NA,NA,NA,NA
2017-05-01,1125.1359,1131.7168070257835,NA,NA,NA,NA,NA
2017-06-01,1130.8464,1121.8210361728254,NA,NA,NA,NA,NA
2017-07-01,1131.746,1133.3199298421357,NA,NA,NA,NA,NA
2017-08-01,1130.27,1129.6673702104508,NA,NA,NA,NA,NA
2017-09-01,1131.599,1129.3235121173568,NA,NA,NA,NA,NA
2017-10-01,1130.8838,1131.1905073286148,NA,NA,NA,NA,NA
2017-11-01,1099.7945,1129.4689225603643,NA,NA,NA,NA,NA
2017-12-01,1082.902,1090.2403414576952,NA,NA,NA,NA,NA
2018-01-01,1065.641,1084.9354467990138,NA,NA,NA,NA,NA
2018-02-01,1078.4747,1064.930718608843,NA,NA,NA,NA,NA
2018-03-01,1069.9418,1089.708095082128,NA,NA,NA,NA,NA
2018-04-01,1068.0452,1068.2763341084317,NA,NA,NA,NA,NA
2018-05-01,1076.6595,1074.7550044184152,NA,NA,NA,NA,NA
2018-06-01,1094.3552,1083.0352612797851,NA,NA,NA,NA,NA
2018-07-01,1122.2029,1102.2522432193716,NA,NA,NA,NA,NA
2018-08-01,1120.427,1129.9244994514404,NA,NA,NA,NA,NA
2018-09-01,1119.82,1116.0410702697147,NA,NA,NA,NA,NA
2018-10-01,1131.615,1121.1018564565002,NA,NA,NA,NA,NA
2018-11-01,1125.345,1134.129047313392,NA,NA,NA,NA,NA
2018-12-01,1122.4244,1120.6302907568393,NA,NA,NA,NA,NA
2019-01-01,1120.33,1122.5528214702117,NA,NA,NA,NA,NA
2019-02-01,1121.8333,1119.0648797255799,NA,NA,NA,NA,NA
2019-03-01,1131.6005,1122.471393820874,NA,NA,NA,NA,NA
2019-04-01,1142.165,1133.6032976705517,NA,NA,NA,NA,NA
2019-05-01,1182.9527,1142.5575455067622,NA,NA,NA,NA,NA
2019-06-01,1173.7845,1191.2239065086587,NA,NA,NA,NA,NA
2019-07-01,1177.2345,1159.1390787080657,NA,NA,NA,NA,NA
2019-08-01,1210.3782,1177.1449291274275,NA,NA,NA,NA,NA
2019-09-01,1194.1145,1212.2429089284258,NA,NA,NA,NA,NA
2019-10-01,1183.4473,1176.7680270232474,NA,NA,NA,NA,NA
2019-11-01,1167.2989,1178.057341670676,NA,NA,NA,NA,NA
2019-12-01,1174.7052,1156.879924934248,NA,NA,NA,NA,NA
2020-01-01,1167.4624,1175.3433357962138,NA,NA,NA,NA,NA
2020-02-01,1195.3358,1158.3950350453738,NA,NA,NA,NA,NA
2020-03-01,1218.1945,1201.386885093632,NA,NA,NA,NA,NA
2020-04-01,1223.1309,1212.8233160362731,NA,NA,NA,NA,NA
2020-05-01,1228.134,1214.5161642524938,NA,NA,NA,NA,NA
2020-06-01,1206.9459,1220.372928349628,NA,NA,NA,NA,NA
2020-07-01,1198.6186,1190.8603394806282,NA,NA,NA,NA,NA
2020-08-01,1186.8562,1192.6652181922602,NA,NA,NA,NA,NA
2020-09-01,1176.8619,1176.905990651055,NA,NA,NA,NA,NA
2020-10-01,1143.7681,1170.7539978043133,NA,NA,NA,NA,NA
2020-11-01,1116.0978,1130.8936511992245,NA,NA,NA,NA,NA
2020-12-01,1093.7876,1112.0900772753123,NA,NA,NA,NA,NA
2021-01-01,1098.2367,1091.3054177734716,NA,NA,NA,NA,NA
2021-02-01,1111.8137,1105.6844849794486,NA,NA,NA,NA,NA
2021-03-01,1130.2543,1117.042306461959,NA,NA,NA,NA,NA
2021-04-01,1117.8555,1135.9205215125585,NA,NA,NA,NA,NA
2021-05-01,1123.6565,1112.0800732797552,NA,NA,NA,NA,NA
2021-06-01,1122.6073,1129.5097572216634,NA,NA,NA,NA,NA
2021-07-01,1146.3948,1120.8487790750562,NA,NA,NA,NA,NA
2021-08-01,1160.9945,1155.0204588980282,NA,NA,NA,NA,NA
2021-09-01,1172.819,1159.4601477082035,NA,NA,NA,NA,NA
2021-10-01,1181.89,1172.8311959605055,NA,NA,NA,NA,NA
2021-11-01,1184.06,1178.934424795945,NA,NA,NA,NA,NA
2021-12-01,1183.8871,1179.2379425952377,1183.8871,1183.8871,1183.8871,1183.8871,1183.8871
2022-01-01,NA,NA,1178.966880419753,1156.123186915102,1201.8105739244038,1144.0304660399217,1213.903294799584
2022-02-01,NA,NA,1172.8395477527188,1135.6561553991019,1210.0229401063357,1115.972456489683,1229.7066390157545
2022-03-01,NA,NA,1167.6110081627114,1122.576435208339,1212.6455811170838,1098.7365723438122,1236.4854439816106
2022-04-01,NA,NA,1163.1494214120273,1113.006089455324,1213.2927533687307,1086.4618129362727,1239.837029887782
2022-05-01,NA,NA,1159.342286361941,1105.6536418159853,1213.0309309078966,1077.2325901796194,1241.4519825442626
2022-06-01,NA,NA,1156.0936042002922,1099.8553851081024,1212.3318232924821,1070.084670233968,1242.1025381666166
2022-07-01,NA,NA,1153.3214577834808,1095.205474140408,1211.4374414265537,1064.44073075777,1242.2021848091915
2022-08-01,NA,NA,1150.9559460547678,1091.4316733957714,1210.480218713764,1059.9214268405544,1241.990465268981
2022-09-01,NA,NA,1148.937421454211,1088.3408353963905,1209.5340075120316,1056.2629404168915,1241.6119024915306
2022-10-01,NA,NA,1147.2149858756443,1085.7907551852109,1208.6392165660777,1053.2747316025598,1241.1552401487288
2022-11-01,NA,NA,1145.7452072455028,1083.6739648523762,1207.8164496386294,1050.8154339636255,1240.67498052738
2022-12-01,NA,NA,1144.4910243613929,1081.9076554329108,1207.074393289875,1048.7780211324653,1240.2040275903205
